seller_id,registration_date,business_category,identity_consistency_score,email_domain_age_days,device_id,ip_hash,is_fraud,fraud_type
S001295,2025-07-07,Home & Kitchen,0.764,2827,D006513,IP009323,False,none
S001296,2025-04-06,Fashion,0.891,2057,D009896,IP002022,False,none
S001297,2025-09-05,Jewelry,0.798,1048,D003684,IP006697,False,none
S001298,2025-07-13,Jewelry,0.754,2827,D005220,IP000139,False,none
S001299,2025-01-11,Electronics,1.0,780,D003064,IP001131,False,none
S001300,2025-10-05,Sports,0.957,542,D000341,IP002765,False,none
S001301,2025-05-27,Sports,0.885,2416,D003983,IP008838,False,none
S001302,2025-09-13,Home & Kitchen,0.811,1660,D003476,IP009962,False,none
S001303,2025-11-23,Sports,0.819,1268,D001505,IP006135,False,none
S001304,2025-08-11,Books,1.0,1764,D006708,IP003364,False,none
S001305,2025-09-03,Sports,0.881,2903,D002584,IP003121,False,none
S001306,2025-04-03,Sports,0.542,841,D002245,IP002112,False,none
S001307,2025-03-28,Jewelry,1.0,2703,D003892,IP003405,False,none
S001308,2025-06-01,Home & Kitchen,0.868,2732,D009644,IP004957,True,bust_out
S001309,2025-11-08,Books,0.884,2278,D006363,IP006852,False,none
S001310,2025-07-11,Beauty,0.959,472,D004252,IP002293,False,none
S001311,2025-05-08,Automotive Parts,0.897,270,D008206,IP000357,False,none
S001312,2025-10-12,Home & Kitchen,0.925,362,D000210,IP005596,False,none
S001313,2025-11-08,Jewelry,0.808,2106,D003368,IP002427,False,none
S001314,2025-11-26,Books,0.727,1200,D005405,IP004006,False,none
S001315,2025-04-20,Home & Kitchen,0.878,2961,D004886,IP007117,False,none
S001316,2025-09-17,Grocery,0.993,19,D006761,IP008968,False,none
S001317,2025-08-04,Home & Kitchen,0.785,1120,D007017,IP005343,False,none
S001318,2025-06-13,Home & Kitchen,0.777,793,D004559,IP009279,False,none
S001319,2025-05-25,Beauty,0.972,2644,D009296,IP002690,False,none
S001320,2025-02-11,Books,0.804,364,D009281,IP007130,False,none
S001321,2025-04-11,Beauty,0.809,1225,D004751,IP009796,False,none
S001322,2025-07-20,Sports,0.813,2600,D009019,IP002156,False,none
S001323,2025-11-20,Sports,0.844,2914,D006408,IP007383,False,none
S001324,2025-11-13,Fashion,0.693,2749,D001389,IP004738,False,none
S001325,2025-03-10,Home & Kitchen,0.796,1961,D001195,IP008807,False,none
S001326,2025-09-05,Beauty,0.873,489,D000799,IP003054,False,none
S001327,2025-01-31,Home & Kitchen,0.872,290,D002117,IP009605,False,none
S001328,2025-09-04,Automotive Parts,0.966,1233,D003123,IP007982,True,bust_out
S001329,2025-05-05,Beauty,1.0,1437,D000691,IP007050,False,none
S001330,2025-06-14,Toys,1.0,1542,D006081,IP000291,False,none
S001331,2025-09-19,Books,0.941,150,D004112,IP000826,False,none
S001332,2025-06-05,Grocery,0.835,2026,D006015,IP006624,False,none
S001333,2025-10-22,Books,0.788,1185,D005030,IP004789,False,none
S001334,2025-07-14,Sports,0.852,327,D002716,IP003232,False,none
S001335,2025-12-31,Automotive Parts,0.909,2746,D006149,IP008419,False,none
S001336,2025-08-21,Jewelry,0.932,1071,D009511,IP004810,False,none
S001337,2025-04-19,Home & Kitchen,0.912,697,D003167,IP004589,False,none
S001338,2025-10-10,Fashion,0.838,1477,D003073,IP003229,False,none
S001339,2025-05-29,Beauty,0.929,2851,D005161,IP009816,False,none
S001340,2025-07-14,Jewelry,0.976,2474,D008041,IP003647,False,none
S001341,2025-02-19,Automotive Parts,0.938,300,D005314,IP002595,False,none
S001342,2025-02-13,Grocery,0.847,2060,D008319,IP006743,False,none
S001343,2025-07-29,Books,0.767,1994,D000740,IP000340,False,none
S001344,2025-03-10,Home & Kitchen,0.764,2658,D000984,IP005954,True,stolen_goods
S001345,2025-12-31,Sports,0.782,2897,D004063,IP005646,False,none
S001346,2025-11-09,Fashion,0.876,2237,D002325,IP002440,False,none
S001347,2025-09-13,Sports,0.902,1962,D000232,IP007690,False,none
S001348,2025-09-26,Fashion,0.709,1061,D002151,IP000436,False,none
S001349,2025-08-06,Electronics,0.8,2697,D002711,IP009816,False,none
S001350,2025-01-23,Automotive Parts,0.874,2829,D009196,IP008560,False,none
S001351,2025-05-24,Jewelry,0.76,2973,D007822,IP001753,False,none
S001352,2025-06-30,Books,0.893,2863,D003511,IP004923,False,none
S001353,2025-12-01,Books,0.819,1925,D009580,IP001969,False,none
S001354,2025-03-22,Home & Kitchen,0.778,2868,D008364,IP006187,False,none
S001355,2025-07-01,Sports,0.855,2347,D002506,IP003524,False,none
S001356,2025-05-06,Grocery,0.889,721,D004780,IP004884,False,none
S001357,2025-02-19,Sports,0.765,96,D009216,IP009569,False,none
S001358,2025-02-07,Home & Kitchen,0.826,2942,D004572,IP006189,False,none
S001359,2025-05-14,Beauty,0.897,1282,D003709,IP008671,False,none
S001360,2025-01-31,Jewelry,0.774,2620,D009034,IP006269,False,none
S001361,2025-01-25,Home & Kitchen,0.684,865,D006604,IP004744,False,none
S001362,2025-05-09,Automotive Parts,0.696,1082,D004409,IP000150,False,none
S001363,2025-03-15,Grocery,0.808,2472,D008697,IP000891,False,none
S001364,2025-07-22,Jewelry,0.718,1576,D007448,IP005332,True,stolen_goods
S001365,2025-01-07,Sports,0.815,2033,D003478,IP005039,False,none
S001366,2025-04-21,Home & Kitchen,1.0,961,D004243,IP005021,False,none
S001367,2025-06-15,Electronics,0.712,1843,D000473,IP008454,False,none
S001368,2025-12-18,Sports,0.822,1461,D001018,IP000958,False,none
S001369,2025-08-20,Beauty,1.0,2794,D009543,IP006587,False,none
S001370,2025-11-18,Fashion,0.891,1476,D000530,IP007458,False,none
S001371,2025-05-06,Automotive Parts,0.813,267,D008367,IP006456,False,none
S001372,2025-06-14,Automotive Parts,0.834,2210,D002082,IP002358,False,none
S001373,2025-06-03,Beauty,0.893,2861,D005415,IP004063,False,none
S001374,2025-11-20,Books,0.415,7,D007222,IP000545,True,synthetic_identity
S001375,2025-12-17,Toys,0.797,303,D009911,IP001771,False,none
S001376,2025-12-18,Toys,0.774,2995,D003736,IP008031,False,none
S001377,2025-10-02,Books,0.712,1041,D009250,IP006174,True,stolen_goods
S001378,2025-07-03,Toys,0.86,2502,D004541,IP008651,False,none
S001379,2025-07-17,Jewelry,0.709,1891,D008671,IP006917,False,none
S001380,2025-12-24,Fashion,0.804,2919,D001018,IP002406,False,none
S001381,2025-04-14,Books,0.759,1025,D002680,IP008132,False,none
S001382,2025-05-07,Automotive Parts,0.957,1823,D006230,IP006875,False,none
S001383,2025-11-24,Jewelry,0.799,2047,D007061,IP001915,False,none
S001384,2025-05-22,Electronics,0.89,464,D008034,IP000049,True,triangulation
S001385,2025-03-27,Fashion,0.69,2326,D003579,IP007637,False,none
S001386,2025-07-24,Books,0.863,431,D006246,IP007211,True,account_takeover
S001387,2025-04-29,Automotive Parts,0.73,2485,D006207,IP000897,False,none
S001388,2025-11-22,Jewelry,0.807,379,D009846,IP004648,True,bust_out
S001389,2025-11-28,Automotive Parts,1.0,538,D001171,IP009138,False,none
S001390,2025-04-22,Fashion,0.943,1484,D000163,IP007924,False,none
S001391,2025-07-13,Sports,0.837,547,D005749,IP008171,False,none
S001392,2025-12-26,Grocery,1.0,231,D000156,IP003930,False,none
S001393,2025-09-28,Books,0.758,157,D001958,IP001211,False,none
S001394,2025-03-20,Grocery,0.967,859,D005000,IP003510,True,bust_out
S001395,2025-08-04,Home & Kitchen,0.697,1473,D002678,IP006868,False,none
S001396,2025-08-15,Toys,0.826,133,D002664,IP008407,False,none
S001397,2025-08-27,Toys,0.715,413,D003462,IP006440,False,none
S001398,2025-01-10,Automotive Parts,0.876,1835,D006865,IP000386,False,none
S001399,2025-04-20,Home & Kitchen,0.856,956,D003658,IP005904,False,none
S001400,2025-11-08,Beauty,0.819,2273,D007932,IP001871,False,none
S001401,2025-03-30,Electronics,0.959,2521,D001590,IP006096,False,none
S001402,2025-04-20,Fashion,0.793,92,D001024,IP004121,False,none
S001403,2025-04-28,Automotive Parts,0.883,2846,D001664,IP005330,False,none
S001404,2025-03-06,Jewelry,0.932,2051,D009173,IP005963,False,none
S001405,2025-02-26,Home & Kitchen,0.702,2466,D002774,IP006380,False,none
S001406,2025-05-07,Grocery,0.775,1434,D000299,IP000051,False,none
S001407,2025-11-16,Sports,0.855,2,D003153,IP009661,False,none
S001408,2025-01-01,Automotive Parts,0.913,2655,D006884,IP005751,False,none
S001409,2025-04-14,Beauty,0.992,1704,D003619,IP005071,False,none
S001410,2025-01-23,Automotive Parts,0.828,112,D003845,IP003784,False,none
S001411,2025-07-24,Beauty,0.818,500,D000864,IP001045,False,none
S001412,2025-04-02,Grocery,0.763,618,D006674,IP006300,False,none
S001413,2025-10-17,Beauty,0.883,1127,D002205,IP003632,False,none
S001414,2025-08-02,Books,0.82,1327,D000976,IP009069,False,none
S001415,2025-10-14,Beauty,0.823,1284,D007148,IP006579,False,none
S001416,2025-08-20,Jewelry,0.841,2604,D009370,IP004408,False,none
S001417,2025-06-10,Books,0.905,2828,D006105,IP000317,False,none
S001418,2025-11-11,Home & Kitchen,0.794,2036,D009374,IP005545,False,none
S001419,2025-06-23,Automotive Parts,0.773,1901,D004021,IP008453,False,none
S001420,2025-12-13,Grocery,0.893,2592,D005194,IP004627,False,none
S001421,2025-12-30,Toys,0.547,803,D003571,IP006502,False,none
S001422,2025-08-03,Fashion,0.79,1674,D005095,IP001185,False,none
S001423,2025-09-04,Automotive Parts,0.735,1928,D008928,IP004067,True,bust_out
S001424,2025-04-04,Grocery,0.97,857,D006348,IP007931,False,none
S001425,2025-10-25,Books,0.806,2855,D000267,IP004235,False,none
S001426,2025-09-03,Jewelry,0.794,707,D005800,IP008851,False,none
S001427,2025-11-26,Books,0.845,178,D003772,IP004094,False,none
S001428,2025-04-08,Home & Kitchen,0.79,970,D005435,IP008114,False,none
S001429,2025-10-15,Home & Kitchen,0.81,2448,D005577,IP006437,False,none
S001430,2025-06-21,Electronics,0.86,1124,D005891,IP009475,False,none
S001431,2025-03-09,Electronics,0.808,651,D008662,IP005329,False,none
S001432,2025-03-04,Grocery,0.807,2616,D008586,IP004680,False,none
S001433,2025-07-25,Jewelry,0.749,460,D009715,IP003535,False,none
S001434,2025-04-27,Fashion,0.735,477,D006110,IP006523,False,none
S001435,2025-02-07,Sports,0.856,2696,D002852,IP009800,False,none
S001436,2025-06-05,Fashion,0.881,964,D001958,IP001683,False,none
S001437,2025-08-27,Toys,0.707,6,D008493,IP009364,False,none
S001438,2025-04-27,Grocery,0.926,1301,D009139,IP009768,False,none
S001439,2025-12-15,Jewelry,0.926,2223,D000372,IP007690,False,none
S001440,2025-10-12,Automotive Parts,0.947,2271,D002159,IP005805,False,none
S001441,2025-07-07,Beauty,0.88,262,D006793,IP008629,False,none
S001442,2025-12-08,Automotive Parts,0.914,844,D001651,IP002616,False,none
S001443,2025-06-08,Grocery,1.0,1854,D000500,IP006339,False,none
S001444,2025-02-20,Beauty,0.82,1981,D009970,IP008053,False,none
S001445,2025-01-14,Beauty,0.745,1863,D000961,IP008052,False,none
S001446,2025-12-09,Fashion,0.697,1014,D002134,IP005864,False,none
S001447,2025-12-17,Automotive Parts,1.0,2588,D009889,IP003854,False,none
S001448,2025-09-27,Home & Kitchen,1.0,235,D001000,IP009496,False,none
S001449,2025-02-07,Home & Kitchen,0.758,2467,D007998,IP006737,False,none
S001450,2025-04-18,Toys,0.777,2819,D005620,IP007699,False,none
S001451,2025-01-15,Fashion,0.818,2055,D005399,IP006233,True,stolen_goods
S001452,2025-01-19,Jewelry,0.972,1289,D008271,IP008772,True,bust_out
S001453,2025-03-31,Books,0.721,1142,D000213,IP004776,False,none
S001454,2025-07-28,Fashion,0.653,1307,D000607,IP005466,False,none
S001455,2025-01-24,Fashion,1.0,500,D001955,IP008039,False,none
S001456,2025-12-26,Electronics,0.589,666,D004901,IP005173,True,collusion
S001457,2025-06-16,Automotive Parts,0.895,1907,D009622,IP002449,True,stolen_goods
S001458,2025-04-07,Toys,0.829,1651,D000685,IP007573,False,none
S001459,2025-07-08,Books,0.897,1491,D004201,IP003754,False,none
S001460,2025-10-16,Fashion,0.699,1424,D004286,IP001050,False,none
S001461,2025-04-25,Home & Kitchen,0.766,234,D001964,IP003727,False,none
S001462,2025-01-18,Sports,0.861,2603,D003439,IP000540,False,none
S001463,2025-01-19,Home & Kitchen,0.623,2866,D002009,IP008782,False,none
S001464,2025-11-07,Books,0.82,736,D001371,IP009837,False,none
S001465,2025-02-10,Automotive Parts,0.814,943,D005212,IP002666,False,none
S001466,2025-08-20,Beauty,0.82,1891,D009310,IP009162,False,none
S001467,2025-05-21,Books,0.795,7,D004041,IP007114,False,none
S001468,2025-10-11,Automotive Parts,0.75,307,D006348,IP009556,False,none
S001469,2025-01-23,Jewelry,0.668,2705,D006701,IP001626,False,none
S001470,2025-11-24,Electronics,0.864,518,D008430,IP000623,True,stolen_goods
S001471,2025-09-12,Fashion,0.82,1731,D008247,IP009202,False,none
S001472,2025-06-13,Automotive Parts,0.712,2647,D009059,IP002693,False,none
S001473,2025-03-17,Automotive Parts,0.856,2199,D008144,IP005963,False,none
S001474,2025-12-23,Beauty,0.821,816,D009301,IP009015,False,none
S001475,2025-04-21,Sports,0.804,458,D009660,IP003429,False,none
S001476,2025-06-29,Sports,0.634,2153,D007481,IP000894,False,none
S001477,2025-05-24,Books,0.918,1214,D004931,IP007912,False,none
S001478,2025-03-26,Grocery,0.727,2902,D003069,IP004514,False,none
S001479,2025-06-02,Beauty,0.856,1935,D005713,IP000226,False,none
S001480,2025-02-25,Jewelry,0.769,34,D008289,IP003412,False,none
S001481,2025-01-01,Electronics,0.811,753,D007535,IP005300,False,none
S001482,2025-04-16,Electronics,0.965,2233,D005201,IP008798,False,none
S001483,2025-02-10,Automotive Parts,0.903,2104,D000761,IP002262,False,none
S001484,2025-06-01,Fashion,0.963,2225,D002716,IP005180,False,none
S001485,2025-11-11,Automotive Parts,0.883,701,D005772,IP001813,False,none
S001486,2025-03-01,Home & Kitchen,0.89,748,D003857,IP002903,False,none
S001487,2025-01-01,Beauty,0.672,628,D004561,IP002638,False,none
S001488,2025-02-10,Electronics,0.625,2087,D003012,IP005243,True,collusion
S001489,2025-07-05,Automotive Parts,0.362,7,D000760,IP006635,True,synthetic_identity
S001490,2025-04-11,Beauty,0.972,2442,D004662,IP001124,True,triangulation
S001491,2025-06-28,Fashion,0.799,846,D004449,IP000758,False,none
S001492,2025-01-11,Toys,0.876,1464,D007813,IP007312,False,none
S001493,2025-05-02,Fashion,0.873,740,D001121,IP002939,False,none
S001494,2025-05-30,Grocery,0.966,1276,D004848,IP006183,False,none
S001495,2025-06-07,Electronics,0.837,2293,D008538,IP000767,False,none
S001496,2025-07-21,Toys,0.933,596,D002678,IP006007,False,none
S001497,2025-10-12,Beauty,0.68,1709,D003162,IP009093,False,none
S001498,2025-06-20,Electronics,0.689,172,D000874,IP004378,False,none
S001499,2025-11-04,Electronics,0.622,534,D005745,IP005779,False,none
S001500,2025-07-13,Sports,0.929,2053,D008557,IP002942,False,none
S001501,2025-04-06,Beauty,0.917,1704,D004814,IP002859,False,none
S001502,2025-03-25,Fashion,0.94,1834,D004173,IP000653,False,none
S001503,2025-04-28,Fashion,0.782,677,D007490,IP004789,False,none
S001504,2025-08-07,Jewelry,0.794,619,D004419,IP009470,False,none
S001505,2025-03-30,Grocery,0.838,1277,D003986,IP001160,False,none
S001506,2025-11-30,Books,0.994,387,D007637,IP004165,False,none
S001507,2025-06-25,Jewelry,1.0,2664,D002840,IP008370,False,none
S001508,2025-11-12,Electronics,0.929,804,D008497,IP004959,False,none
S001509,2025-09-07,Books,0.883,2158,D002681,IP007604,False,none
S001510,2025-05-02,Grocery,0.984,471,D005111,IP003757,False,none
S001511,2025-03-25,Home & Kitchen,0.824,1953,D002502,IP006025,False,none
S001512,2025-09-29,Sports,0.811,612,D006323,IP009878,True,bust_out
S001513,2025-05-01,Grocery,0.837,845,D004342,IP005978,False,none
S001514,2025-04-01,Books,0.752,1236,D002391,IP007961,False,none
S001515,2025-12-06,Home & Kitchen,0.832,374,D007439,IP006935,False,none
S001516,2025-06-26,Books,0.738,374,D009350,IP000957,False,none
S001517,2025-01-18,Grocery,0.953,2259,D000280,IP001603,False,none
S001518,2025-06-30,Electronics,0.904,1037,D005679,IP006081,False,none
S001519,2025-06-18,Sports,0.993,1704,D007185,IP003481,False,none
S001520,2025-11-12,Sports,0.687,1939,D007196,IP004846,False,none
S001521,2025-09-17,Beauty,1.0,1868,D002205,IP004833,False,none
S001522,2025-03-11,Electronics,0.693,1882,D001142,IP007933,False,none
S001523,2025-02-24,Electronics,0.73,2925,D005135,IP009908,False,none
S001524,2025-08-09,Grocery,0.788,1892,D006369,IP009973,False,none
S001525,2025-01-18,Jewelry,0.981,1045,D002894,IP000797,True,stolen_goods
S001526,2025-04-27,Toys,0.873,854,D003689,IP007443,False,none
S001527,2025-02-20,Automotive Parts,0.826,2402,D005320,IP007252,False,none
S001528,2025-01-08,Automotive Parts,0.771,1265,D004500,IP008649,False,none
S001529,2025-12-02,Books,0.712,1677,D004835,IP004267,False,none
S001530,2025-02-02,Sports,0.963,2445,D006821,IP005026,False,none
S001531,2025-01-04,Automotive Parts,0.93,706,D009842,IP004516,False,none
S001532,2025-12-07,Books,0.985,667,D007963,IP003735,False,none
S001533,2025-03-10,Automotive Parts,0.89,159,D000082,IP002468,False,none
S001534,2025-10-26,Automotive Parts,0.586,218,D003493,IP006432,False,none
S001535,2025-01-12,Fashion,0.726,1848,D000097,IP000167,False,none
S001536,2025-02-26,Books,0.896,1511,D008732,IP007494,False,none
S001537,2025-02-10,Grocery,0.813,893,D006444,IP008415,False,none
S001538,2025-09-15,Jewelry,0.794,635,D002189,IP002275,False,none
S001539,2025-08-15,Beauty,0.74,2086,D008391,IP002136,False,none
S001540,2025-06-23,Jewelry,0.945,256,D005628,IP005033,False,none
S001541,2025-03-30,Toys,0.896,2102,D000514,IP008463,False,none
S001542,2025-02-02,Beauty,0.9,2714,D001512,IP001137,False,none
S001543,2025-07-27,Fashion,0.787,1366,D008093,IP004319,True,bust_out
S001544,2025-03-26,Beauty,0.868,1484,D002892,IP002163,False,none
S001545,2025-08-04,Automotive Parts,0.716,1609,D005245,IP008520,False,none
S001546,2025-09-08,Grocery,0.837,286,D008954,IP008818,False,none
S001547,2025-11-07,Grocery,0.597,1880,D002891,IP000842,False,none
S001548,2025-06-30,Jewelry,0.693,1096,D000115,IP001447,False,none
S001549,2025-01-02,Home & Kitchen,0.818,1406,D000838,IP001572,False,none
S001550,2025-04-13,Books,1.0,69,D009156,IP008113,True,stolen_goods
S001551,2025-11-08,Beauty,0.67,2632,D005999,IP009006,False,none
S001552,2025-07-14,Jewelry,0.726,1000,D003284,IP003725,False,none
S001553,2025-08-14,Toys,0.872,228,D000786,IP001575,False,none
S001554,2025-06-17,Jewelry,1.0,2346,D006957,IP006635,False,none
S001555,2025-03-01,Grocery,0.87,2939,D000396,IP008904,False,none
S001556,2025-11-24,Grocery,0.92,1560,D000917,IP009103,False,none
S001557,2025-10-10,Automotive Parts,0.816,101,D005939,IP004450,True,stolen_goods
S001558,2025-12-30,Grocery,0.799,2975,D006412,IP007808,False,none
S001559,2025-11-09,Beauty,0.858,625,D005697,IP009559,False,none
S001560,2025-04-17,Sports,0.784,721,D009094,IP008259,True,triangulation
S001561,2025-04-03,Toys,0.922,2125,D002691,IP004746,False,none
S001562,2025-04-01,Electronics,0.689,996,D005552,IP002611,False,none
S001563,2025-12-02,Sports,0.939,255,D003060,IP003719,False,none
S001564,2025-07-23,Toys,0.854,2048,D003621,IP003616,False,none
S001565,2025-06-15,Beauty,0.829,787,D001506,IP009875,False,none
S001566,2025-12-20,Fashion,0.686,2584,D007935,IP007327,False,none
S001567,2025-08-09,Sports,0.752,462,D007037,IP008585,False,none
S001568,2025-11-28,Sports,0.97,2718,D007127,IP007772,False,none
S001569,2025-12-26,Fashion,0.829,2170,D001422,IP004764,False,none
S001570,2025-01-29,Books,0.878,719,D001176,IP007900,False,none
S001571,2025-05-12,Fashion,0.762,1737,D007820,IP006399,False,none
S001572,2025-09-25,Fashion,0.847,2815,D006657,IP007401,False,none
S001573,2025-10-24,Toys,0.713,194,D000297,IP003008,False,none
S001574,2025-02-24,Beauty,0.86,2459,D006646,IP002316,False,none
S001575,2025-04-27,Automotive Parts,0.887,1380,D009800,IP001802,False,none
S001576,2025-07-20,Electronics,0.882,2847,D007519,IP002890,False,none
S001577,2025-10-19,Beauty,0.76,626,D002776,IP009785,False,none
S001578,2025-02-11,Grocery,0.816,2158,D003163,IP009420,False,none
S001579,2025-08-08,Home & Kitchen,0.904,2903,D007521,IP001462,False,none
S001580,2025-04-19,Automotive Parts,0.829,1032,D004012,IP005538,False,none
