payout_id,seller_id,payout_date,amount,days_since_first_transaction
P003309,S003436,2025-08-12,815.93,113
P003310,S003437,2025-12-18,292.48,110
P003311,S003438,2026-03-14,186.67,83
P003312,S003439,2026-02-06,407.1,92
P003313,S003440,2026-04-01,109.99,77
P003314,S003441,2025-04-20,302.82,84
P003315,S003442,2025-09-30,844.61,105
P003316,S003443,2025-06-18,63.79,66
P003317,S003444,2026-03-24,205.12,99
P003318,S003445,2026-01-08,971.31,105
P003319,S003446,2025-07-29,148.43,56
P003320,S003447,2025-10-14,299.97,75
P003321,S003448,2025-11-18,438.89,100
P003322,S003449,2025-10-08,598.37,95
P003323,S003450,2025-09-01,124.59,63
P003324,S003451,2025-05-03,454.39,97
P003325,S003452,2025-10-03,20.64,22
P003326,S003453,2025-08-18,889.0,93
P003327,S003454,2026-02-05,652.16,101
P003328,S003455,2026-02-27,933.63,107
P003329,S003456,2026-01-09,876.41,94
P003330,S003457,2025-05-09,516.99,106
P003331,S003458,2026-02-09,341.78,91
P003332,S003459,2025-08-26,289.69,88
P003333,S003460,2025-09-04,826.7,92
P003334,S003461,2026-03-26,720.38,105
P003335,S003462,2026-01-22,234.03,36
P003336,S003463,2025-05-04,567.56,99
P003337,S003464,2025-08-17,731.65,97
P003338,S003465,2026-01-08,252.74,86
P003339,S003466,2025-10-21,504.69,89
P003340,S003467,2025-07-14,790.48,93
P003341,S003468,2025-10-19,637.51,95
P003342,S003469,2026-02-13,129.26,51
P003343,S003470,2025-07-17,302.07,112
P003344,S003471,2026-01-14,673.48,105
P003345,S003472,2026-01-07,256.76,77
P003346,S003473,2026-02-13,157.22,37
P003347,S003474,2025-07-10,297.2,78
P003348,S003475,2025-07-06,621.56,107
P003349,S003476,2025-11-01,1078.74,101
P003350,S003477,2025-09-21,28.68,29
P003351,S003478,2025-08-27,854.15,89
P003352,S003479,2026-01-14,682.46,88
P003353,S003480,2026-01-17,147.94,87
P003354,S003481,2025-07-14,703.46,105
P003355,S003482,2026-01-31,976.35,103
P003356,S003483,2025-07-06,33.37,87
P003357,S003484,2025-08-29,223.77,77
P003358,S003485,2025-04-28,532.47,105
P003359,S003486,2025-08-14,820.7,94
P003360,S003487,2026-03-20,388.35,93
P003361,S003488,2025-09-13,852.6,80
P003362,S003489,2026-01-01,90.83,106
P003363,S003490,2025-04-14,100.64,26
P003364,S003491,2025-11-30,851.68,100
P003365,S003492,2025-08-08,390.55,36
P003366,S003493,2026-01-15,308.07,86
P003367,S003494,2026-03-06,802.01,86
P003368,S003495,2025-11-08,262.75,100
P003369,S003496,2025-05-17,319.84,88
P003370,S003497,2025-09-23,831.01,88
P003371,S003498,2025-05-31,698.28,106
P003372,S003499,2025-09-15,534.96,86
P003373,S003500,2025-03-05,47.1,23
P003374,S003501,2025-12-07,242.15,89
P003375,S003502,2025-08-12,827.42,110
P003376,S003503,2025-06-29,352.2,102
P003377,S003504,2025-03-20,52.97,49
P003378,S003505,2026-02-11,277.6,74
P003379,S003506,2026-02-14,398.91,100
P003380,S003507,2026-01-26,579.79,86
P003381,S003508,2025-05-15,945.57,113
P003382,S003509,2025-08-15,683.97,93
P003383,S003510,2026-04-05,835.83,105
P003384,S003511,2025-11-16,782.44,106
P003385,S003512,2025-05-25,467.48,88
P003386,S003513,2025-06-04,527.74,85
P003387,S003514,2025-07-13,466.79,81
P003388,S003515,2026-04-02,273.51,94
P003389,S003517,2026-03-16,308.32,100
P003390,S003518,2025-11-03,47.41,56
P003391,S003519,2026-02-27,1583.7,78
P003392,S003520,2026-01-25,561.12,79
P003393,S003521,2025-08-14,902.8,103
P003394,S003522,2026-02-15,419.25,107
P003395,S003523,2025-06-28,601.33,96
P003396,S003524,2025-07-20,671.29,85
P003397,S003525,2025-06-18,364.25,65
P003398,S003526,2025-06-14,419.1,113
P003399,S003527,2025-05-01,153.69,77
P003400,S003528,2025-04-09,1841.18,29
P003401,S003529,2025-05-28,441.84,95
P003402,S003530,2025-08-23,352.43,73
P003403,S003531,2025-05-09,176.08,81
P003404,S003532,2025-05-05,64.77,72
P003405,S003533,2026-04-08,170.19,99
P003406,S003534,2025-05-04,1327.77,89
P003407,S003535,2025-05-11,864.31,102
P003408,S003536,2025-04-03,785.81,77
P003409,S003537,2025-06-09,247.94,88
P003410,S003538,2025-10-09,910.97,88
P003411,S003539,2026-02-21,594.32,104
P003412,S003540,2026-01-15,460.54,111
P003413,S003541,2025-10-17,245.68,73
P003414,S003542,2025-05-10,67.08,76
P003415,S003543,2026-01-12,39.51,44
P003416,S003544,2025-04-18,750.86,88
P003417,S003545,2025-12-03,682.74,105
P003418,S003546,2025-08-16,233.99,76
P003419,S003547,2026-02-23,745.26,97
P003420,S003548,2025-08-11,149.08,55
P003421,S003549,2025-11-30,601.83,98
P003422,S003550,2025-09-15,676.13,96
P003423,S003551,2025-10-07,504.47,86
P003424,S003552,2026-02-27,320.66,73
P003425,S003553,2025-12-28,191.71,69
P003426,S003554,2025-09-07,926.98,89
P003427,S003555,2025-09-27,721.83,106
P003428,S003556,2025-12-30,638.28,105
P003429,S003557,2025-08-24,369.66,109
P003430,S003558,2025-05-25,117.21,67
P003431,S003559,2025-09-30,923.68,102
P003432,S003560,2025-05-13,814.13,107
P003433,S003561,2025-06-09,496.93,97
P003434,S003562,2025-09-09,558.19,96
P003435,S003563,2026-01-20,263.0,79
P003436,S003564,2026-01-28,231.08,101
P003437,S003565,2025-07-24,115.25,83
P003438,S003566,2025-09-12,894.49,94
P003439,S003567,2025-05-15,128.03,55
P003440,S003568,2026-01-25,772.5,107
P003441,S003569,2025-07-12,783.76,101
P003442,S003570,2026-02-09,428.84,113
P003443,S003571,2026-02-14,378.86,85
P003444,S003572,2025-12-21,380.72,102
P003445,S003573,2025-08-08,323.89,97
P003446,S003574,2026-03-10,334.89,81
P003447,S003575,2025-12-24,335.76,107
P003448,S003576,2025-12-16,645.42,114
P003449,S003577,2026-02-20,251.65,85
P003450,S003578,2026-03-03,345.25,103
P003451,S003579,2025-05-06,444.08,87
P003452,S003580,2026-02-25,517.39,97
P003453,S003582,2025-05-30,14.99,22
P003454,S003583,2025-07-26,935.65,92
P003455,S003584,2025-11-22,231.23,51
P003456,S003585,2025-06-30,860.26,98
P003457,S003586,2025-09-30,125.78,105
P003458,S003587,2025-11-22,35.6,20
P003459,S003588,2025-12-02,606.46,98
P003460,S003589,2026-03-12,526.23,102
P003461,S003590,2025-06-08,620.61,116
P003462,S003591,2025-07-28,674.83,98
P003463,S003592,2026-03-28,522.2,92
P003464,S003593,2025-11-08,435.73,102
P003465,S003594,2025-07-02,681.36,61
P003466,S003595,2025-07-18,112.49,22
P003467,S003596,2025-08-18,672.6,98
P003468,S003597,2025-11-11,405.35,104
P003469,S003598,2025-07-19,961.03,87
P003470,S003599,2025-11-15,991.68,81
P003471,S003600,2025-09-17,473.95,92
P003472,S003601,2025-12-05,709.75,108
P003473,S003602,2025-05-31,578.88,93
P003474,S003603,2025-12-07,481.57,113
P003475,S003604,2026-03-22,882.19,103
P003476,S003605,2025-05-24,783.09,87
P003477,S003606,2025-07-22,1354.28,50
P003478,S003607,2025-12-19,81.21,69
P003479,S003608,2025-11-28,464.4,106
P003480,S003609,2025-12-10,751.72,97
P003481,S003610,2025-11-15,938.61,110
P003482,S003611,2025-12-30,176.8,84
P003483,S003612,2025-11-14,166.68,77
P003484,S003613,2025-04-20,386.36,70
P003485,S003614,2026-01-18,791.76,108
P003486,S003615,2025-09-15,219.15,86
P003487,S003616,2025-02-22,39.71,31
P003488,S003617,2025-09-09,343.16,100
P003489,S003618,2025-09-08,91.76,85
P003490,S003619,2025-05-09,395.25,93
P003491,S003620,2026-04-12,857.33,91
P003492,S003621,2025-06-22,793.62,89
P003493,S003622,2025-08-01,737.32,86
P003494,S003623,2025-08-26,125.36,76
P003495,S003624,2026-02-05,727.33,96
P003496,S003625,2026-01-21,557.32,113
P003497,S003626,2025-10-28,17.87,19
P003498,S003627,2025-06-27,396.51,87
P003499,S003628,2026-02-13,529.78,88
P003500,S003629,2026-02-02,573.44,95
P003501,S003630,2025-09-11,497.2,80
P003502,S003631,2025-10-29,507.5,71
P003503,S003632,2025-05-06,1078.28,110
P003504,S003633,2026-01-17,323.66,98
P003505,S003634,2026-04-03,531.92,98
P003506,S003635,2025-10-08,531.28,105
P003507,S003636,2025-10-10,692.58,80
P003508,S003637,2025-10-16,624.91,96
P003509,S003638,2025-05-06,939.0,95
P003510,S003639,2025-11-28,874.99,101
P003511,S003640,2025-12-15,685.82,81
P003512,S003641,2026-03-13,157.82,83
P003513,S003642,2026-03-15,328.5,80
P003514,S003644,2026-02-27,9.52,12
P003515,S003645,2025-10-27,163.18,99
P003516,S003646,2025-11-23,321.49,79
P003517,S003647,2025-11-27,688.73,103
P003518,S003648,2026-04-20,623.03,110
P003519,S003649,2026-01-03,455.18,70
P003520,S003650,2025-06-01,404.84,101
P003521,S003651,2025-05-24,769.32,112
P003522,S003652,2025-09-15,251.88,106
P003523,S003653,2025-08-27,3.73,24
P003524,S003654,2025-12-06,459.67,95
P003525,S003655,2025-10-07,751.46,95
P003526,S003656,2025-10-31,522.59,105
P003527,S003657,2026-03-07,90.02,83
P003528,S003658,2025-08-23,218.01,112
P003529,S003659,2025-07-18,4369.12,13
P003530,S003660,2025-10-29,429.66,94
P003531,S003661,2025-10-14,893.73,116
P003532,S003662,2026-03-26,91.55,23
P003533,S003663,2026-04-13,1028.89,111
P003534,S003664,2025-10-09,60.84,93
P003535,S003665,2025-08-23,205.86,63
P003536,S003666,2025-11-24,920.99,109
P003537,S003667,2025-06-20,616.3,96
P003538,S003668,2025-07-03,80.64,11
P003539,S003670,2025-05-23,1187.75,90
P003540,S003671,2025-04-17,10.9,25
P003541,S003672,2025-11-08,673.16,93
P003542,S003673,2025-04-16,233.45,99
P003543,S003674,2025-10-21,5.75,23
P003544,S003675,2025-09-05,538.61,83
P003545,S003676,2025-08-20,455.96,92
P003546,S003677,2026-01-14,15.09,17
P003547,S003678,2025-09-19,85.48,32
P003548,S003679,2026-01-21,810.11,118
P003549,S003680,2026-01-03,1055.41,108
P003550,S003681,2025-02-14,89.28,26
P003551,S003682,2025-07-07,399.29,101
P003552,S003683,2025-11-15,602.65,98
P003553,S003684,2026-03-21,219.51,76
P003554,S003685,2025-05-31,147.43,92
P003555,S003686,2025-05-02,449.3,77
P003556,S003687,2026-01-19,40.57,38
P003557,S003688,2026-03-18,289.11,47
P003558,S003689,2025-06-18,306.6,93
P003559,S003690,2025-09-16,484.47,111
P003560,S003691,2025-11-22,275.28,97
P003561,S003692,2025-06-19,599.89,95
P003562,S003693,2025-08-07,922.19,97
P003563,S003694,2025-08-27,600.9,93
P003564,S003695,2025-11-27,710.28,96
P003565,S003696,2025-07-28,355.35,87
P003566,S003697,2025-09-14,567.74,105
P003567,S003698,2025-08-02,688.71,108
P003568,S003699,2026-01-05,1486.6,92
P003569,S003700,2025-06-15,648.54,94
P003570,S003701,2025-07-06,884.09,100
P003571,S003702,2025-07-23,921.85,112
P003572,S003703,2026-03-18,117.47,89
P003573,S003704,2026-03-16,62.82,84
P003574,S003705,2025-10-04,595.57,84
P003575,S003706,2025-06-13,978.72,104
P003576,S003707,2025-11-17,97.93,26
P003577,S003708,2025-10-12,520.2,105
P003578,S003709,2026-02-19,145.47,96
P003579,S003710,2025-08-15,565.2,94
P003580,S003711,2026-04-08,522.56,94
P003581,S003712,2026-02-12,670.15,111
P003582,S003713,2025-06-27,624.99,96
P003583,S003715,2025-07-20,203.15,87
P003584,S003716,2025-08-28,922.38,110
P003585,S003717,2025-07-05,350.56,88
P003586,S003718,2025-12-15,389.67,91
P003587,S003719,2025-07-19,537.42,104
P003588,S003720,2025-11-30,466.4,81
P003589,S003722,2026-01-17,379.82,100
P003590,S003723,2026-03-12,93.77,72
P003591,S003724,2025-04-15,507.48,100
P003592,S003725,2026-04-04,202.68,89
P003593,S003726,2025-04-10,102.62,50
P003594,S003727,2025-10-22,82.37,82
P003595,S003728,2025-08-13,600.0,97
P003596,S003729,2025-12-04,692.37,98
P003597,S003730,2025-12-17,212.86,55
P003598,S003731,2026-03-02,1044.87,111
P003599,S003732,2025-09-01,639.05,97
P003600,S003733,2026-03-20,264.19,99
P003601,S003734,2025-08-17,484.18,109
P003602,S003735,2025-06-24,179.09,100
P003603,S003736,2025-08-25,582.44,94
P003604,S003737,2025-10-21,974.94,101
P003605,S003738,2025-11-26,123.09,80
P003606,S003739,2026-02-02,842.57,89
P003607,S003740,2025-06-28,410.78,91
P003608,S003741,2025-08-04,872.11,103
P003609,S003742,2026-03-30,633.11,111
P003610,S003743,2025-09-27,514.17,99
P003611,S003744,2025-07-03,325.2,69
P003612,S003745,2026-03-15,67.09,51
P003613,S003746,2025-07-01,1721.13,16
P003614,S003747,2026-03-30,961.8,82
P003615,S003748,2026-03-02,404.06,83
P003616,S003749,2026-03-11,355.18,102
P003617,S003750,2025-11-11,585.1,97
P003618,S003751,2026-01-02,372.93,68
P003619,S003752,2026-04-07,326.07,100
P003620,S003753,2025-07-16,802.74,96
P003621,S003754,2025-05-09,274.33,108
P003622,S003755,2025-08-15,643.37,107
P003623,S003756,2025-11-26,580.35,94
P003624,S003757,2025-11-04,872.05,107
P003625,S003759,2025-10-27,470.85,95
P003626,S003760,2025-06-28,626.51,115
P003627,S003761,2025-10-27,659.26,115
P003628,S003762,2025-11-02,571.64,94
P003629,S003763,2025-12-14,837.38,115
P003630,S003765,2025-09-06,563.93,78
P003631,S003766,2025-12-20,323.73,98
P003632,S003767,2025-12-19,487.18,70
P003633,S003769,2025-08-07,301.32,83
P003634,S003770,2025-09-07,798.75,94
P003635,S003771,2025-08-14,362.8,93
P003636,S003772,2025-10-26,908.09,103
P003637,S003773,2025-05-31,208.51,89
P003638,S003774,2025-09-26,1068.24,106
P003639,S003775,2025-04-13,71.98,26
P003640,S003776,2025-10-16,802.63,90
P003641,S003777,2026-02-14,374.13,90
P003642,S003778,2026-03-18,248.98,52
P003643,S003779,2025-07-19,109.96,36
P003644,S003780,2025-05-04,582.53,103
P003645,S003781,2025-06-26,101.03,71
P003646,S003782,2025-05-26,720.92,104
P003647,S003783,2026-01-19,860.26,105
P003648,S003784,2026-04-02,699.06,97
P003649,S003785,2025-11-08,645.18,101
P003650,S003786,2025-06-14,159.85,94
P003651,S003787,2025-04-15,1246.57,95
P003652,S003788,2026-03-26,90.26,92
P003653,S003789,2025-05-25,25.68,28
P003654,S003791,2025-03-27,3164.73,19
P003655,S003792,2025-07-21,866.24,105
P003656,S003793,2025-11-25,1391.78,89
P003657,S003794,2026-02-25,768.66,94
P003658,S003795,2025-07-24,466.12,101
P003659,S003796,2025-12-26,661.0,108
P003660,S003797,2025-05-06,516.97,99
P003661,S003798,2025-03-26,107.62,60
P003662,S003799,2025-04-26,1138.81,92
P003663,S003800,2026-03-25,742.59,109
P003664,S003801,2025-11-24,828.29,113
P003665,S003803,2025-05-04,709.28,111
P003666,S003804,2025-04-23,46.59,71
P003667,S003805,2026-02-14,534.17,100
P003668,S003806,2025-04-05,81.01,34
P003669,S003807,2025-06-12,450.82,98
P003670,S003808,2025-10-12,375.31,84
P003671,S003809,2025-11-16,514.01,93
P003672,S003810,2025-07-09,672.42,106
P003673,S003811,2025-09-29,658.99,108
P003674,S003812,2025-12-03,849.13,88
P003675,S003813,2025-09-20,1162.5,101
P003676,S003814,2025-08-28,853.06,100
P003677,S003815,2025-05-16,496.04,107
P003678,S003816,2025-09-28,628.71,103
P003679,S003817,2026-01-24,74.38,53
P003680,S003818,2025-11-20,704.91,93
P003681,S003819,2026-03-05,432.06,98
P003682,S003820,2025-05-15,164.72,75
P003683,S003821,2025-04-17,1038.29,102
P003684,S003822,2025-11-02,595.39,99
P003685,S003823,2025-06-30,339.35,105
P003686,S003824,2025-11-05,148.02,85
P003687,S003825,2026-03-10,305.1,104
P003688,S003826,2025-08-13,686.53,95
P003689,S003827,2025-09-18,62.16,18
P003690,S003828,2025-10-27,38.41,49
P003691,S003829,2025-06-03,402.11,88
P003692,S003830,2026-03-11,281.13,105
P003693,S003831,2025-06-13,700.63,80
P003694,S003832,2026-02-18,699.39,115
P003695,S003833,2025-12-02,335.01,92
P003696,S003834,2025-06-15,458.01,113
P003697,S003835,2026-01-05,657.24,104
P003698,S003836,2025-07-03,644.15,100
P003699,S003837,2025-11-30,800.46,114
P003700,S003838,2026-03-28,648.16,98
P003701,S003839,2026-03-13,756.42,89
P003702,S003840,2026-02-14,122.55,70
P003703,S003841,2025-10-03,174.16,76
P003704,S003842,2025-11-13,922.49,112
P003705,S003843,2025-08-11,1153.14,108
P003706,S003844,2026-03-14,433.91,100
P003707,S003845,2025-10-05,698.16,97
P003708,S003846,2026-01-15,747.07,86
P003709,S003847,2025-07-03,58.58,25
P003710,S003848,2026-01-22,95.36,66
P003711,S003849,2025-07-06,717.29,105
P003712,S003850,2025-12-22,491.47,74
P003713,S003851,2025-04-03,160.66,62
P003714,S003852,2025-05-16,538.45,96
P003715,S003853,2025-08-27,464.22,108
P003716,S003855,2025-12-29,252.78,78
P003717,S003856,2025-08-25,550.23,95
P003718,S003857,2025-01-20,2072.95,10
P003719,S003858,2025-08-17,1000.1,110
P003720,S003859,2025-09-23,805.91,104
P003721,S003860,2025-11-10,921.66,110
P003722,S003861,2025-11-06,47.42,24
P003723,S003862,2025-05-29,41.12,17
P003724,S003863,2025-09-22,27.43,17
P003725,S003864,2025-12-12,802.78,113
P003726,S003865,2026-01-14,995.24,89
P003727,S003866,2025-11-01,651.57,114
P003728,S003867,2026-02-09,782.56,106
P003729,S003868,2025-06-30,651.42,74
P003730,S003869,2025-12-24,282.59,85
P003731,S003870,2025-04-17,15.98,7
P003732,S003871,2025-04-22,171.56,46
P003733,S003872,2026-01-10,489.57,57
P003734,S003873,2025-09-30,468.28,96
P003735,S003874,2025-12-01,710.49,94
P003736,S003875,2025-11-16,163.54,98
P003737,S003876,2025-12-21,159.72,93
P003738,S003877,2025-07-10,576.93,99
P003739,S003878,2025-05-23,314.54,76
P003740,S003879,2025-04-27,416.68,99
P003741,S003880,2026-03-04,722.87,111
P003742,S003881,2025-07-06,147.28,66
P003743,S003882,2025-11-17,363.59,104
P003744,S003883,2025-09-09,277.93,84
P003745,S003884,2025-06-04,654.04,92
P003746,S003885,2025-09-15,348.74,101
P003747,S003886,2025-05-13,1020.98,101
P003748,S003887,2025-06-28,459.54,112
P003749,S003888,2025-05-07,603.97,64
P003750,S003889,2026-02-04,131.72,99
P003751,S003890,2025-11-12,640.15,106
P003752,S003891,2026-03-06,231.05,73
P003753,S003892,2025-09-21,209.46,97
P003754,S003893,2025-06-29,656.13,101
P003755,S003894,2025-11-29,673.64,98
P003756,S003895,2026-03-14,338.06,80
P003757,S003896,2025-10-12,159.73,48
P003758,S003897,2025-04-15,361.48,95
P003759,S003898,2025-08-08,753.14,108
P003760,S003899,2026-03-06,159.61,61
P003761,S003900,2025-10-07,588.49,82
P003762,S003901,2026-03-31,558.43,106
P003763,S003902,2025-10-20,122.65,99
P003764,S003904,2026-02-25,702.4,102
P003765,S003905,2026-01-04,248.85,88
P003766,S003906,2025-12-09,486.02,79
P003767,S003907,2026-04-17,569.33,114
P003768,S003908,2025-06-17,212.79,88
P003769,S003909,2026-03-21,611.58,108
P003770,S003910,2025-07-04,589.02,75
P003771,S003911,2026-03-28,424.54,94
P003772,S003912,2025-06-19,596.68,95
P003773,S003913,2025-09-17,1116.09,56
P003774,S003914,2026-01-27,214.8,82
P003775,S003915,2025-05-17,531.33,107
P003776,S003916,2025-05-19,506.63,111
P003777,S003917,2026-02-12,429.83,97
P003778,S003918,2025-04-24,588.45,88
P003779,S003919,2025-11-17,339.08,96
P003780,S003920,2026-02-25,380.38,72
P003781,S003921,2025-10-23,109.86,49
P003782,S003923,2025-09-06,770.66,88
P003783,S003924,2025-11-25,781.17,81
P003784,S003925,2025-10-31,374.89,94
P003785,S003926,2025-10-20,479.26,108
P003786,S003927,2025-05-27,211.55,67
P003787,S003928,2025-12-18,410.28,106
P003788,S003929,2026-01-08,1140.38,102
P003789,S003930,2025-12-18,533.67,85
P003790,S003932,2025-11-28,488.9,61
P003791,S003934,2025-06-13,591.07,87
P003792,S003935,2026-03-02,1039.07,115
P003793,S003936,2025-10-25,154.3,85
P003794,S003937,2025-10-03,619.67,99
P003795,S003938,2026-01-07,1185.33,107
P003796,S003939,2025-10-24,348.22,100
P003797,S003940,2025-10-24,705.16,93
P003798,S003941,2025-06-24,27.55,56
P003799,S003942,2026-03-02,362.54,80
P003800,S003943,2026-03-30,851.72,99
P003801,S003944,2025-03-15,37.69,9
P003802,S003945,2025-12-08,74.75,69
P003803,S003946,2025-04-16,488.57,92
P003804,S003947,2025-08-23,460.99,95
P003805,S003948,2026-03-29,375.21,92
P003806,S003950,2025-08-24,643.34,98
P003807,S003951,2025-05-22,62.24,55
P003808,S003952,2025-12-31,442.84,82
P003809,S003953,2025-09-04,78.61,17
P003810,S003954,2025-11-12,867.98,99
P003811,S003956,2025-10-19,170.71,100
P003812,S003957,2026-01-21,698.95,110
P003813,S003958,2025-04-26,377.99,79
P003814,S003959,2025-06-22,618.3,93
P003815,S003960,2026-03-23,746.71,83
P003816,S003961,2026-03-06,1037.72,112
P003817,S003962,2025-11-24,43.24,79
P003818,S003964,2025-06-12,535.09,88
P003819,S003966,2026-01-16,447.72,89
P003820,S003967,2025-07-11,398.51,98
P003821,S003968,2025-11-02,907.83,88
P003822,S003969,2025-12-07,831.36,113
P003823,S003970,2025-09-23,80.86,84
P003824,S003971,2026-03-17,256.69,76
P003825,S003972,2025-05-16,1351.17,87
P003826,S003973,2025-07-14,203.58,89
P003827,S003974,2025-05-26,879.86,111
P003828,S003975,2025-12-21,862.84,99
P003829,S003976,2025-11-30,584.23,98
P003830,S003977,2026-04-21,352.51,112
P003831,S003978,2025-10-31,233.47,106
P003832,S003979,2025-05-24,380.49,70
P003833,S003980,2025-09-24,115.46,88
P003834,S003981,2025-05-07,890.48,93
P003835,S003982,2025-12-17,417.84,103
P003836,S003983,2025-12-13,342.26,98
P003837,S003984,2026-01-26,1224.02,75
P003838,S003985,2025-08-10,37.8,39
P003839,S003986,2025-08-01,456.26,97
P003840,S003988,2025-08-29,166.73,77
P003841,S003989,2025-09-09,628.84,75
P003842,S003990,2025-12-28,122.14,84
P003843,S003991,2026-01-14,917.94,102
P003844,S003992,2025-06-19,757.73,113
P003845,S003993,2025-07-15,208.28,85
P003846,S003994,2025-10-13,292.52,98
P003847,S003995,2025-08-14,397.77,102
P003848,S003996,2025-05-06,409.82,105
P003849,S003997,2026-02-17,535.21,99
P003850,S003998,2026-01-08,580.88,106
P003851,S003999,2025-10-31,677.22,112
P003852,S004000,2025-08-08,961.01,101
P003853,S004001,2026-02-09,786.52,96
P003854,S004002,2025-04-15,177.48,58
P003855,S004003,2025-09-20,353.71,97
P003856,S004004,2026-02-11,51.37,92
P003857,S004005,2026-03-05,328.45,76
P003858,S004006,2025-04-23,2316.02,17
P003859,S004007,2025-11-29,836.6,83
P003860,S004008,2025-06-19,245.74,97
P003861,S004010,2025-08-23,248.87,106
P003862,S004011,2026-02-22,635.79,88
P003863,S004012,2025-12-20,492.43,100
P003864,S004013,2025-09-30,288.78,78
P003865,S004014,2025-08-10,926.77,115
P003866,S004015,2025-06-03,70.29,75
P003867,S004016,2025-06-23,174.53,73
P003868,S004017,2025-05-16,89.64,76
P003869,S004018,2025-06-22,39.88,85
P003870,S004019,2025-12-31,460.42,114
P003871,S004020,2025-05-19,465.65,76
P003872,S004021,2025-05-02,209.77,103
P003873,S004022,2025-11-09,820.11,115
P003874,S004023,2025-07-17,576.9,90
P003875,S004024,2025-08-17,52.4,41
P003876,S004025,2025-05-06,97.74,53
P003877,S004026,2025-06-24,928.49,94
P003878,S004027,2025-09-07,399.26,86
P003879,S004028,2025-12-09,670.74,91
P003880,S004029,2025-09-03,680.76,82
P003881,S004030,2025-10-17,77.74,75
P003882,S004031,2025-10-11,797.0,93
P003883,S004032,2025-07-23,416.98,93
P003884,S004033,2025-07-18,203.71,78
P003885,S004034,2025-09-12,784.01,98
P003886,S004035,2025-04-24,186.43,100
P003887,S004036,2025-11-14,151.83,65
P003888,S004037,2025-11-25,707.13,101
P003889,S004038,2025-08-07,1064.05,106
P003890,S004039,2025-08-21,552.73,94
P003891,S004040,2025-08-05,730.08,96
P003892,S004042,2025-10-24,1535.91,19
P003893,S004043,2025-05-23,149.03,84
P003894,S004044,2025-08-27,862.27,85
P003895,S004045,2025-04-07,143.08,80
P003896,S004046,2025-09-17,104.34,50
P003897,S004047,2025-07-17,251.25,98
P003898,S004048,2025-08-16,171.86,96
P003899,S004049,2025-09-14,146.94,81
P003900,S004050,2025-08-23,654.08,116
P003901,S004051,2025-09-10,838.71,107
P003902,S004052,2026-01-26,565.77,111
P003903,S004053,2026-02-06,1133.9,90
P003904,S004054,2025-04-16,573.18,93
P003905,S004055,2025-08-18,723.36,90
P003906,S004056,2026-02-20,786.55,101
P003907,S004057,2025-11-05,1065.14,113
P003908,S004058,2025-06-28,675.41,102
P003909,S004059,2025-11-16,877.83,96
P003910,S004060,2025-05-28,810.98,90
P003911,S004061,2025-04-16,503.48,93
P003912,S004062,2025-11-25,809.79,98
P003913,S004063,2025-07-31,2090.7,21
P003914,S004064,2026-01-19,153.85,104
P003915,S004065,2025-08-26,854.57,112
P003916,S004066,2026-02-04,748.25,88
P003917,S004067,2025-09-22,824.04,109
P003918,S004068,2025-11-23,42.6,19
P003919,S004069,2025-05-27,404.36,110
P003920,S004070,2025-05-08,622.57,89
P003921,S004071,2026-01-22,548.15,96
P003922,S004072,2026-02-17,63.22,99
P003923,S004073,2026-03-15,277.8,77
P003924,S004074,2025-08-11,939.96,102
P003925,S004075,2025-04-13,420.76,90
P003926,S004076,2026-04-12,774.44,102
P003927,S004077,2025-11-29,256.57,110
P003928,S004078,2025-06-25,422.06,78
P003929,S004079,2026-01-05,1740.4,74
P003930,S004080,2026-03-11,470.85,103
P003931,S004081,2025-07-29,85.92,97
P003932,S004082,2026-01-14,580.25,91
P003933,S004083,2026-02-09,473.53,113
P003934,S004084,2025-10-17,877.36,104
P003935,S004085,2025-12-13,762.14,116
P003936,S004086,2025-08-03,637.97,116
P003937,S004087,2026-03-11,1048.97,92
P003938,S004088,2026-04-18,393.41,112
P003939,S004089,2026-03-27,231.79,70
P003940,S004090,2026-01-10,467.47,103
P003941,S004091,2025-04-24,725.6,96
P003942,S004092,2025-08-14,384.52,90
P003943,S004093,2025-09-22,444.89,95
P003944,S004094,2026-03-03,87.91,69
P003945,S004095,2025-11-02,665.35,106
P003946,S004096,2025-08-21,14.42,22
P003947,S004097,2025-05-29,474.81,94
P003948,S004098,2026-01-10,341.41,82
P003949,S004099,2025-08-10,311.41,95
P003950,S004100,2025-04-27,324.61,75
P003951,S004101,2026-04-08,370.56,92
P003952,S004102,2025-06-30,567.77,108
P003953,S004103,2025-04-23,550.33,106
P003954,S004104,2025-05-10,292.96,86
P003955,S004105,2025-09-14,932.64,90
P003956,S004106,2025-06-01,770.83,111
P003957,S004107,2026-02-25,484.85,89
P003958,S004108,2025-10-16,554.26,93
P003959,S004110,2025-04-08,631.06,94
P003960,S004112,2025-06-09,1002.34,99
P003961,S004113,2026-03-31,901.36,96
P003962,S004114,2025-07-15,1790.55,86
P003963,S004115,2025-09-28,773.12,97
P003964,S004116,2025-04-30,301.36,108
P003965,S004117,2025-03-29,7.24,14
P003966,S004118,2025-06-23,624.72,92
P003967,S004119,2025-04-27,609.04,97
P003968,S004120,2026-01-04,885.84,104
P003969,S004121,2026-04-08,580.33,116
P003970,S004122,2026-03-06,675.86,68
P003971,S004123,2025-08-03,377.69,104
